gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2812911480	393	94.4	1	393	1	393	0.0e+00	841	KO:K09970	general L-amino acid transport system permease protein		Yes
2812911481	341	97.07	1	341	1	341	0.0e+00	771	KO:K09969	general L-amino acid transport system substrate-binding protein		Yes
2812911485	98	86.73	1	98	8	105	1.3e-57	197	KO:K03557	Fis family transcriptional regulator, factor for inversion stimulation protein		Yes
2812911486	321	98.75	1	321	1	321	0.0e+00	730	KO:K05540	tRNA-dihydrouridine synthase B [EC:1.-.-.-]	EC:1.-	Yes
2812911487	293	95.56	1	293	1	293	0.0e+00	659	KO:K02687	ribosomal protein L11 methyltransferase [EC:2.1.1.-]	EC:2.1.1.-	Yes
2812911488	483	95.24	1	483	1	483	0.0e+00	1040	KO:K14392	sodium/pantothenate symporter		Yes
2812911490	449	97.55	1	449	1	449	0.0e+00	1010	KO:K01961	acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	EC:6.3.4.14	Yes
2812911490	449	97.55	1	449	1	449	0.0e+00	1010	KO:K01961	acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	EC:6.4.1.2	Yes
2812911491	153	92.21	1	153	1	154	5.3e-95	308	KO:K02160	acetyl-CoA carboxylase biotin carboxyl carrier protein		Yes
2812911492	150	89.33	1	150	1	150	1.4e-94	307	KO:K03786	3-dehydroquinate dehydratase II [EC:4.2.1.10]	EC:4.2.1.10	Yes
2812911493	199	94.97	1	199	1	199	0.0e+00	448	KO:K17247	methionine sulfoxide reductase heme-binding subunit		Yes
2812911494	332	94.88	1	332	2	333	0.0e+00	751	KO:K07147	methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-]	EC:1.8.-	Yes
2812911495	647	89.03	1	647	1	645	0.0e+00	1310	KO:K18765	RNase E specificity factor CsrD		Yes
2812911496	347	95.68	1	347	1	347	0.0e+00	741	KO:K03569	rod shape-determining protein MreB and related proteins		Yes
2812911497	332	98.8	1	332	1	332	0.0e+00	738	KO:K03570	rod shape-determining protein MreC		Yes
2812911498	162	97.53	1	162	1	162	1.1e-114	365	KO:K03571	rod shape-determining protein MreD		Yes
2812911499	197	93.4	1	197	1	197	1.4e-129	411	KO:K06287	septum formation protein		Yes
2812911500	489	98.98	1	489	1	489	0.0e+00	1090	KO:K08301	ribonuclease G [EC:3.1.26.-]	EC:3.1.26.-	Yes
2812911502	482	98.13	1	482	1	482	0.0e+00	1070	KO:K03568	TldD protein		Yes
2812911505	310	95.16	1	310	1	310	0.0e+00	668	KO:K15548	p-hydroxybenzoic acid efflux pump subunit AaeA		Yes
2812911506	655	94.66	1	655	1	655	0.0e+00	1410	KO:K03468	p-hydroxybenzoic acid efflux pump subunit AaeB		Yes
2812911507	484	95.04	1	484	1	484	0.0e+00	1050	KO:K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	EC:1.2.1.16	Yes
2812911507	484	95.04	1	484	1	484	0.0e+00	1050	KO:K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	EC:1.2.1.20	Yes
2812911507	484	95.04	1	484	1	484	0.0e+00	1050	KO:K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	EC:1.2.1.79	Yes
2812911508	89	84.27	1	89	1	89	3.7e-51	178	KO:K03623	ribonuclease inhibitor		Yes
2812911511	156	96.79	1	156	1	156	1.8e-104	335	KO:K03402	transcriptional regulator of arginine metabolism		Yes
2812911512	312	96.47	1	312	1	312	0.0e+00	663	KO:K00024	malate dehydrogenase [EC:1.1.1.37]	EC:1.1.1.37	Yes
2812911513	355	96.06	1	355	1	355	0.0e+00	764	KO:K04691	serine protease DegS [EC:3.4.21.-]	EC:3.4.21.-	Yes
2812911514	457	94.1	1	457	1	458	0.0e+00	943	KO:K04772	serine protease DegQ [EC:3.4.21.-]	EC:3.4.21.-	Yes
2812911515	132	98.48	1	132	1	132	4.4e-91	295	KO:K09908	uncharacterized protein		Yes
2812911516	375	91.47	1	375	1	375	0.0e+00	792	KO:K06916	cell division protein ZapE		Yes
2812911517	142	88.73	1	142	1	142	3.6e-92	299	KO:K02871	large subunit ribosomal protein L13		Yes
2812911518	130	90.77	1	130	1	130	8.7e-82	268	KO:K02996	small subunit ribosomal protein S9		Yes
2812911519	212	99.06	1	212	1	212	0.0e+00	483	KO:K03599	RNA polymerase-associated protein		Yes
2812911520	167	92.81	1	167	1	167	1.5e-113	362	KO:K03600	stringent starvation protein B		Yes
2812911521	472	96.61	1	472	1	472	0.0e+00	1070	KO:K00266	glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]	EC:1.4.1.13	Yes
2812911521	472	96.61	1	472	1	472	0.0e+00	1070	KO:K00266	glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]	EC:1.4.1.14	Yes
2812911522	1486	96.43	1	1486	13	1498	0.0e+00	3320	KO:K00265	glutamate synthase (NADPH/NADH) large chain [EC:1.4.1.13 1.4.1.14]	EC:1.4.1.13	Yes
2812911522	1486	96.43	1	1486	13	1498	0.0e+00	3320	KO:K00265	glutamate synthase (NADPH/NADH) large chain [EC:1.4.1.13 1.4.1.14]	EC:1.4.1.14	Yes
2812911523	326	92.83	19	325	1	307	0.0e+00	687	KO:K07139	uncharacterized protein		Yes
2812911524	780	94.49	1	780	1	778	0.0e+00	1660	KO:K07648	two-component system, OmpR family, aerobic respiration control sensor histidine kinase ArcB [EC:2.7.13.3]	EC:2.7.13.3	Yes
2812911527	243	92.59	1	243	1	243	0.0e+00	526	KO:K03814	monofunctional biosynthetic peptidoglycan transglycosylase [EC:2.4.1.-]	EC:2.4.1.-	Yes
2812911528	90	100	1	90	1	90	6.1e-58	196	KO:K08485	phosphocarrier protein NPr		Yes
2812911529	284	98.59	1	284	1	284	0.0e+00	640	KO:K06958	RNase adapter protein RapZ		Yes
2812911530	163	99.39	1	163	1	163	1.5e-113	362	KO:K02806	PTS system, nitrogen regulatory IIA component [EC:2.7.1.69]	EC:2.7.1.69	Yes
2812911531	95	94.74	1	95	1	95	8.2e-62	208	KO:K05808	putative sigma-54 modulation protein		Yes
2812911532	485	96.02	9	485	1	477	0.0e+00	1040	KO:K03092	RNA polymerase sigma-54 factor		Yes
2812911533	241	99.17	1	241	1	241	0.0e+00	535	KO:K06861	lipopolysaccharide export system ATP-binding protein [EC:3.6.3.-]	EC:3.6.3.-	Yes
2812911534	184	93.01	1	184	1	186	2.9e-122	389	KO:K09774	lipopolysaccharide export system protein LptA		Yes
2812911535	191	87.96	1	191	1	191	1.8e-122	390	KO:K11719	lipopolysaccharide export system protein LptC		Yes
2812911536	188	94.68	1	188	1	188	5.9e-127	402	KO:K03270	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45]	EC:3.1.3.45	Yes
2812911537	328	97.87	1	328	1	328	0.0e+00	724	KO:K06041	arabinose-5-phosphate isomerase [EC:5.3.1.13]	EC:5.3.1.13	Yes
2812911538	324	93.83	1	324	1	324	0.0e+00	663	KO:K07301	cation:H+ antiporter		Yes
2812911539	270	95.19	1	270	1	270	0.0e+00	574	KO:K02065	phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein		Yes
2812911540	260	97.69	1	260	1	260	0.0e+00	561	KO:K02066	phospholipid/cholesterol/gamma-HCH transport system permease protein		Yes
2812911541	183	95.63	1	183	1	183	2.6e-124	394	KO:K02067	phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein		Yes
2812911542	212	96.7	1	212	1	212	0.0e+00	475	KO:K07323	phospholipid transport system substrate-binding protein		Yes
2812911543	97	78.35	1	97	1	97	4.5e-50	175	KO:K07122	phospholipid transport system transporter-binding protein		Yes
2812911545	419	98.33	1	419	1	419	0.0e+00	923	KO:K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	EC:2.5.1.7	Yes
2812911546	119	89.01	29	119	1	91	1.3e-55	194	KO:K07724	Ner family transcriptional regulator		Yes
2812911548	323	96.28	1	323	1	323	0.0e+00	705	KO:K02523	octaprenyl-diphosphate synthase [EC:2.5.1.90]	EC:2.5.1.90	Yes
2812911549	103	79.61	1	103	1	103	1.3e-58	200	KO:K02888	large subunit ribosomal protein L21		Yes
2812911550	85	97.65	1	85	1	85	2.8e-56	191	KO:K02899	large subunit ribosomal protein L27		Yes
2812911552	392	97.7	1	392	1	391	0.0e+00	894	KO:K03979	GTPase [EC:3.6.5.-]	EC:3.6.5.-	Yes
2812911553	477	95.81	1	477	1	477	0.0e+00	1040	KO:K07259	D-alanyl-D-alanine carboxypeptidase / D-alanyl-D-alanine-endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]	EC:3.4.16.4	Yes
2812911553	477	95.81	1	477	1	477	0.0e+00	1040	KO:K07259	D-alanyl-D-alanine carboxypeptidase / D-alanyl-D-alanine-endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]	EC:3.4.21.-	Yes
2812911555	158	97.47	1	158	1	158	4.7e-108	346	KO:K03624	transcription elongation factor GreA		Yes
2812911556	97	100	1	97	1	97	8.3e-65	216	KO:K07574	RNA-binding protein		Yes
2812911557	208	98.56	1	208	1	208	0.0e+00	469	KO:K02427	23S rRNA (uridine2552-2'-O)-methyltransferase [EC:2.1.1.166]	EC:2.1.1.166	Yes
2812911558	646	98.29	4	646	1	643	0.0e+00	1440	KO:K03798	cell division protease FtsH [EC:3.4.24.-]	EC:3.4.24.-	Yes
2812911559	282	93.26	1	282	1	282	0.0e+00	595	KO:K00796	dihydropteroate synthase [EC:2.5.1.15]	EC:2.5.1.15	Yes
2812911560	445	97.08	1	445	1	445	0.0e+00	972	KO:K03431	phosphoglucosamine mutase [EC:5.4.2.10]	EC:5.4.2.10	Yes
2812911561	110	94.55	1	110	1	110	1.3e-71	237	KO:K03075	preprotein translocase subunit SecG		Yes
2812911563	448	97.99	1	448	1	448	0.0e+00	1010	KO:K01940	argininosuccinate synthase [EC:6.3.4.5]	EC:6.3.4.5	Yes
2812911565	150	99.33	1	150	1	150	6.2e-105	336	KO:K09748	ribosome maturation factor RimP		Yes
2812911566	495	98.99	1	495	1	495	0.0e+00	1090	KO:K02600	N utilization substance protein A		Yes
2812911567	903	97.46	1	903	1	904	0.0e+00	1930	KO:K02519	translation initiation factor IF-2		Yes
2812911568	133	95.49	1	133	1	133	2.7e-87	284	KO:K02834	ribosome-binding factor A		Yes
2812911569	315	95.22	1	314	1	314	0.0e+00	678	KO:K03177	tRNA pseudouridine55 synthase [EC:5.4.99.25]	EC:5.4.99.25	Yes
2812911571	89	98.88	1	89	1	89	9.0e-59	198	KO:K02956	small subunit ribosomal protein S15		Yes
2812911573	711	98.17	1	711	1	711	0.0e+00	1550	KO:K00962	polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]	EC:2.7.7.8	Yes
2812911574	294	98.98	1	294	1	294	0.0e+00	668	KO:K05803	lipoprotein NlpI		Yes
2812911575	638	97.02	1	638	1	634	0.0e+00	1380	KO:K05592	ATP-dependent RNA helicase DeaD [EC:3.6.4.13]	EC:3.6.4.13	Yes
2812911576	414	95.89	1	414	1	414	0.0e+00	909	KO:K03835	tryptophan-specific transport protein		Yes
2812911579	331	98.79	1	331	1	331	0.0e+00	760	KO:K08303	putative protease [EC:3.4.-.-]	EC:3.4.-	Yes
2812911581	167	90.96	1	166	1	166	1.5e-109	351	KO:K03824	putative acetyltransferase [EC:2.3.1.-]	EC:2.3.1.-	Yes
2812911582	104	87.5	1	104	2	105	4.8e-60	204	KO:K07461	putative endonuclease		Yes
2812911583	145	91.03	1	145	1	145	4.7e-98	316	KO:K09979	uncharacterized protein		Yes
2812911584	172	95.93	1	172	1	172	3.7e-119	378	KO:K05520	protease I [EC:3.2.-.-]	EC:3.2.-	Yes
2812911586	345	93.31	1	344	1	344	0.0e+00	747	KO:K07089	uncharacterized protein		Yes
2812911588	196	98.98	1	196	6	201	0.0e+00	436	KO:K12961	DnaA initiator-associating protein		Yes
2812911589	131	87.79	1	131	1	131	1.5e-82	270	KO:K07460	putative endonuclease		Yes
2812911590	705	89.89	1	705	1	712	0.0e+00	1440	KO:K07121	uncharacterized protein		Yes
2812911591	285	98.25	1	285	1	285	0.0e+00	632	KO:K07056	16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]	EC:2.1.1.198	Yes
2812911592	257	85.21	1	257	1	257	0.0e+00	485	KO:K02436	DeoR family transcriptional regulator, galactitol utilization operon repressor		Yes
2812911593	347	78.9	1	346	1	346	0.0e+00	634	KO:K00094	galactitol-1-phosphate 5-dehydrogenase [EC:1.1.1.251]	EC:1.1.1.251	Yes
2812911594	457	92.34	1	457	1	457	0.0e+00	969	KO:K02775	PTS system, galactitol-specific IIC component		Yes
2812911595	94	90.43	1	94	1	94	2.2e-58	198	KO:K02774	PTS system, galactitol-specific IIB component [EC:2.7.1.69]	EC:2.7.1.69	Yes
2812911596	154	76.62	1	154	1	154	1.8e-79	264	KO:K02773	PTS system, galactitol-specific IIA component [EC:2.7.1.69]	EC:2.7.1.69	Yes
2812911597	423	87.41	1	421	1	421	0.0e+00	848	KO:K16371	D-tagatose-1,6-bisphosphate aldolase subunit GatZ/KbaZ		Yes
2812911598	284	80.99	1	284	1	284	0.0e+00	540	KO:K08302	tagatose 1,6-diphosphate aldolase GatY/KbaY [EC:4.1.2.40]	EC:4.1.2.40	Yes
2812911599	523	97.13	1	523	1	523	0.0e+00	1180	KO:K01708	galactarate dehydratase [EC:4.2.1.42]	EC:4.2.1.42	Yes
2812911600	445	96.4	1	445	1	444	0.0e+00	1000	KO:K12299	MFS transporter, ACS family, probable galactarate transporter		Yes
2812911601	256	99.22	1	256	1	256	0.0e+00	579	KO:K01630	2-dehydro-3-deoxyglucarate aldolase [EC:4.1.2.20]	EC:4.1.2.20	Yes
2812911602	296	94.93	1	296	1	296	0.0e+00	627	KO:K00042	2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]	EC:1.1.1.60	Yes
2812911603	381	94.23	1	381	1	381	0.0e+00	797	KO:K00865	glycerate kinase [EC:2.7.1.31]	EC:2.7.1.31	Yes
2812911606	233	97.85	1	233	1	233	0.0e+00	529	KO:K06911	uncharacterized protein		Yes
2812911609	328	94.82	1	328	1	328	0.0e+00	764	KO:K07393	putative glutathione S-transferase		Yes
2812911610	130	98.46	1	130	1	130	2.7e-90	292	KO:K15977	putative oxidoreductase		Yes
2812911617	258	97.67	1	258	1	258	0.0e+00	583	KO:K19775	GntR family transcriptional regulator, hexuronate regulon transcriptional repressor		Yes
2812911618	432	97.46	1	432	1	433	0.0e+00	966	KO:K08191	MFS transporter, ACS family, hexuronate transporter		Yes
2812911619	470	96.6	1	470	1	470	0.0e+00	1090	KO:K01812	glucuronate isomerase [EC:5.3.1.12]	EC:5.3.1.12	Yes
2812911620	495	96.57	1	495	1	495	0.0e+00	1120	KO:K01685	altronate hydrolase [EC:4.2.1.7]	EC:4.2.1.7	Yes
2812911625	393	73.4	1	391	1	391	0.0e+00	683	KO:K08969	aminotransferase [EC:2.6.1.-]	EC:2.6.1.-	Yes
2812911626	271	80.07	1	271	1	271	0.0e+00	509	KO:K02073	D-methionine transport system substrate-binding protein		Yes
2812911627	335	78.34	1	335	1	337	0.0e+00	584	KO:K02071	D-methionine transport system ATP-binding protein		Yes
2812911628	225	91.44	1	222	1	222	0.0e+00	455	KO:K02072	D-methionine transport system permease protein		Yes
2812911629	152	90	1	150	1	150	8.1e-97	313	KO:K07173	S-ribosylhomocysteine lyase [EC:4.4.1.21]	EC:4.4.1.21	Yes
2812911630	253	62.89	1	253	1	256	1.4e-103	343	KO:K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	EC:1.1.1.100	Yes
2812911630	253	81.03	1	253	1	253	0.0e+00	451	KO:K03366	meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]	EC:1.1.1.-	Yes
2812911630	253	81.03	1	253	1	253	0.0e+00	451	KO:K03366	meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]	EC:1.1.1.304	Yes
2812911630	253	81.03	1	253	1	253	0.0e+00	451	KO:K03366	meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]	EC:1.1.1.76	Yes
2812911631	397	86.9	1	397	1	397	0.0e+00	798	KO:K00832	aromatic-amino-acid transaminase [EC:2.6.1.57]	EC:2.6.1.57	Yes
2812911634	163	94.44	1	162	1	162	1.0e-111	356	KO:K07043	uncharacterized protein		Yes
2812911635	375	90.43	1	375	1	376	0.0e+00	785	KO:K11391	23S rRNA (guanine1835-N2)-methyltransferase [EC:2.1.1.174]	EC:2.1.1.174	Yes
2812911636	673	91.38	1	673	1	673	0.0e+00	1410	KO:K00219	2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]	EC:1.3.1.34	Yes
2812911637	524	92.94	1	524	1	524	0.0e+00	1140	KO:K11216	autoinducer 2 (AI-2) kinase [EC:2.7.1.-]	EC:2.7.1.-	Yes
2812911638	295	91.19	1	295	1	295	0.0e+00	624	KO:K08321	putative autoinducer-2 (AI-2) aldolase [EC:4.1.2.-]	EC:4.1.2.-	Yes
2812911639	97	91.75	1	97	1	97	2.4e-62	209	KO:K11530	autoinducer 2-degrading protein		Yes
2812911640	459	94.52	1	456	45	500	0.0e+00	984	KO:K09251	putrescine aminotransferase [EC:2.6.1.82]	EC:2.6.1.82	Yes
2812911641	506	89.33	1	506	1	506	0.0e+00	1020	KO:K03776	aerotaxis receptor		Yes
2812911642	520	89.96	1	518	1	518	0.0e+00	1010	KO:K05875	methyl-accepting chemotaxis protein II, aspartate sensor receptor		Yes
2812911644	256	83.2	1	256	1	256	0.0e+00	518	KO:K07229	ferric-chelate reductase (NADPH) [EC:1.16.1.9]	EC:1.16.1.9	Yes
2812911673	169	89.29	1	168	1	168	3.6e-110	353	KO:K01185	lysozyme [EC:3.2.1.17]	EC:3.2.1.17	Yes
2812911679	114	73.91	1	114	1	115	3.3e-57	197	KO:K06903	uncharacterized protein		Yes
2812911684	284	71.83	1	284	1	282	0.0e+00	479	KO:K00737	beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.144]	EC:2.4.1.144	Yes
2812911685	396	95.95	1	395	1	395	0.0e+00	873	KO:K06907	uncharacterized protein		Yes
2812911686	172	93.02	1	172	1	172	3.5e-120	382	KO:K06908	uncharacterized protein		Yes
2812911689	158	80.89	1	157	1	157	2.9e-91	298	KO:K06906	uncharacterized protein		Yes
2812911690	389	85.86	2	389	1	389	0.0e+00	758	KO:K06905	uncharacterized protein		Yes
2812911693	168	90.48	1	168	1	168	2.8e-112	359	KO:K03649	TDG/mug DNA glycosylase family protein [EC:3.2.2.-]	EC:3.2.2.-	Yes
2812911694	614	96.58	1	614	1	614	0.0e+00	1340	KO:K03086	RNA polymerase primary sigma factor		Yes
2812911695	581	96.73	1	581	1	581	0.0e+00	1290	KO:K02316	DNA primase [EC:2.7.7.-]	EC:2.7.7.-	Yes
2812911696	71	95.77	1	71	1	71	6.4e-44	155	KO:K02970	small subunit ribosomal protein S21		Yes
2812911697	337	97.03	1	337	1	337	0.0e+00	749	KO:K01409	N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]	EC:2.3.1.234	Yes
2812911698	202	97.03	1	202	1	202	0.0e+00	464	KO:K08591	glycerol-3-phosphate acyltransferase PlsY [EC:2.3.1.15]	EC:2.3.1.15	Yes
2812911699	122	92.62	1	122	1	122	5.3e-79	259	KO:K01633	dihydroneopterin aldolase [EC:4.1.2.25]	EC:4.1.2.25	Yes
2812911700	272	95.59	1	272	1	272	0.0e+00	590	KO:K06153	undecaprenyl-diphosphatase [EC:3.6.1.27]	EC:3.6.1.27	Yes
2812911701	413	91.53	1	413	1	413	0.0e+00	886	KO:K00974	tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]	EC:2.7.7.72	Yes
2812911701	413	91.53	1	413	1	413	0.0e+00	886	KO:K00974	tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]	EC:3.1.3.-	Yes
2812911701	413	91.53	1	413	1	413	0.0e+00	886	KO:K00974	tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]	EC:3.1.4.-	Yes
2812911702	204	94.12	1	204	1	204	0.0e+00	445	KO:K07184	SH3 domain protein		Yes
2812911703	433	90.53	1	433	1	433	0.0e+00	896	KO:K18446	triphosphatase [EC:3.6.1.25]	EC:3.6.1.25	Yes
2812911704	949	93.26	1	949	1	949	0.0e+00	2050	KO:K00982	glutamate-ammonia-ligase adenylyltransferase [EC:2.7.7.42]	EC:2.7.7.42	Yes
2812911705	476	97.46	1	473	1	473	0.0e+00	1030	KO:K03272	D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.1.167 2.7.7.70]	EC:2.7.1.167	Yes
2812911705	476	97.46	1	473	1	473	0.0e+00	1030	KO:K03272	D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.1.167 2.7.7.70]	EC:2.7.7.70	Yes
2812911706	98	92.78	1	97	1	97	5.0e-59	200	KO:K09806	uncharacterized protein		Yes
2812911708	217	97.7	1	217	1	217	0.0e+00	481	KO:K02858	3,4-dihydroxy 2-butanone 4-phosphate synthase [EC:4.1.99.12]	EC:4.1.99.12	Yes
2812911710	258	95.74	1	258	1	258	0.0e+00	553	KO:K07238	zinc transporter, ZIP family		Yes
2812911711	262	94.27	1	262	1	262	0.0e+00	603	KO:K15777	4,5-DOPA dioxygenase extradiol [EC:1.13.11.-]	EC:1.13.11.-	Yes
2812911717	483	89.23	1	483	1	476	0.0e+00	935	KO:K12340	outer membrane protein		Yes
2812911718	210	92.38	1	210	1	210	0.0e+00	448	KO:K01515	ADP-ribose pyrophosphatase [EC:3.6.1.13]	EC:3.6.1.13	Yes
2812911719	140	96.43	1	140	1	140	3.2e-101	324	KO:K09920	uncharacterized protein		Yes
2812911720	275	93.09	1	275	1	275	0.0e+00	620	KO:K03651	Icc protein		Yes
2812911721	191	94.24	1	191	1	191	0.0e+00	430	KO:K07000	uncharacterized protein		Yes
2812911722	645	97.62	16	645	1	630	0.0e+00	1420	KO:K02622	topoisomerase IV subunit B [EC:5.99.1.-]	EC:5.99.1.-	Yes
2812911723	266	91.35	1	266	1	266	0.0e+00	577	KO:K01479	formiminoglutamase [EC:3.5.3.8]	EC:3.5.3.8	Yes
2812911724	402	95.77	1	402	1	402	0.0e+00	897	KO:K01468	imidazolonepropionase [EC:3.5.2.7]	EC:3.5.2.7	Yes
2812911725	558	98.57	1	558	1	558	0.0e+00	1280	KO:K01712	urocanate hydratase [EC:4.2.1.49]	EC:4.2.1.49	Yes
2812911726	365	97.26	1	365	1	365	0.0e+00	796	KO:K05847	osmoprotectant transport system ATP-binding protein		Yes
2812911727	214	98.6	1	214	1	214	0.0e+00	476	KO:K05846	osmoprotectant transport system permease protein		Yes
2812911728	226	99.12	1	226	1	226	0.0e+00	495	KO:K05846	osmoprotectant transport system permease protein		Yes
2812911729	293	97.95	1	293	1	293	0.0e+00	638	KO:K05845	osmoprotectant transport system substrate-binding protein		Yes
2812911730	519	96.15	1	519	1	519	0.0e+00	1110	KO:K01745	histidine ammonia-lyase [EC:4.3.1.3]	EC:4.3.1.3	Yes
2812911732	298	80.07	1	291	1	291	0.0e+00	521	KO:K00074	3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	EC:1.1.1.157	Yes
2812911733	255	79.22	1	255	1	253	0.0e+00	438	KO:K01692	enoyl-CoA hydratase [EC:4.2.1.17]	EC:4.2.1.17	Yes
2812911734	184	88.04	1	184	1	184	2.2e-120	383	KO:K09975	uncharacterized protein		Yes
2812911735	253	97.63	1	253	1	253	0.0e+00	566	KO:K05836	GntR family transcriptional regulator, histidine utilization repressor		Yes
2812911736	455	95.82	1	455	1	455	0.0e+00	1020	KO:K05603	formimidoylglutamate deiminase [EC:3.5.3.13]	EC:3.5.3.13	Yes
2812911737	202	52.88	4	194	5	195	2.3e-69	241	KO:K06999	phospholipase/carboxylesterase		Yes
2812911738	318	88.05	1	318	1	318	0.0e+00	670	KO:K07393	putative glutathione S-transferase		Yes
2812911739	135	88.89	1	135	1	135	3.2e-86	281	KO:K15977	putative oxidoreductase		Yes
2812911743	422	95.7	1	419	1	419	0.0e+00	913	KO:K02532	MFS transporter, OHS family, lactose permease		Yes
2812911744	396	91.16	1	396	1	396	0.0e+00	877	KO:K18581	unsaturated chondroitin disaccharide hydrolase [EC:3.2.1.180]	EC:3.2.1.180	Yes
2812911746	193	95.85	1	193	1	193	0.0e+00	449	KO:K03923	modulator of drug activity B		Yes
2812911747	448	79.24	1	448	1	448	0.0e+00	825	KO:K07645	two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]	EC:2.7.13.3	Yes
2812911748	219	89.5	1	219	1	219	0.0e+00	452	KO:K07666	two-component system, OmpR family, response regulator QseB		Yes
2812911750	752	96.41	1	752	1	752	0.0e+00	1650	KO:K02621	topoisomerase IV subunit A [EC:5.99.1.-]	EC:5.99.1.-	Yes
2812911751	245	91.43	1	245	1	245	0.0e+00	527	KO:K00655	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	EC:2.3.1.51	Yes
2812911752	470	95.52	1	469	1	469	0.0e+00	1060	KO:K04753	suppressor of ftsI		Yes
2812911754	275	92.36	1	275	1	275	0.0e+00	608	KO:K06221	2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]	EC:1.1.1.346	Yes
2812911755	387	93.54	1	387	1	387	0.0e+00	836	KO:K08325	NADP-dependent alcohol dehydrogenase [EC:1.1.-.-]	EC:1.1.-	Yes
2812911758	395	95.95	1	395	1	395	0.0e+00	879	KO:K01760	cystathionine beta-lyase [EC:4.4.1.8]	EC:4.4.1.8	Yes
2812911759	243	93.42	1	243	1	243	0.0e+00	500	KO:K03561	biopolymer transport protein ExbB		Yes
2812911760	141	95.71	1	140	1	140	5.7e-94	304	KO:K03559	biopolymer transport protein ExbD		Yes
2812911765	346	95.95	1	346	1	346	0.0e+00	765	KO:K19265	L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]	EC:1.1.1.-	Yes
2812911766	295	90.82	1	294	1	294	0.0e+00	643	KO:K01061	carboxymethylenebutenolidase [EC:3.1.1.45]	EC:3.1.1.45	Yes
2812911767	549	87.61	1	549	1	549	0.0e+00	1050	KO:K03406	methyl-accepting chemotaxis protein		Yes
2812911769	372	93.28	1	372	1	372	0.0e+00	839	KO:K06282	hydrogenase small subunit [EC:1.12.99.6]	EC:1.12.99.6	Yes
2812911772	567	92.24	1	567	1	567	0.0e+00	1230	KO:K06281	hydrogenase large subunit [EC:1.12.99.6]	EC:1.12.99.6	Yes
2812911773	164	84.76	1	164	1	164	6.2e-93	303	KO:K03605	hydrogenase maturation protease [EC:3.4.23.-]	EC:3.4.23.-	Yes
